#,title,solution,acceptance,difficulty,problem_url,locked
250,Count Univalue Subtrees,,45.8%,Medium,https://leetcode.com/problems/count-univalue-subtrees/description,1
251,Flatten 2D Vector,,42.2%,Medium,https://leetcode.com/problems/flatten-2d-vector/description,1
252,Meeting Rooms,https://leetcode.com/articles/meeting-rooms,49.9%,Easy,https://leetcode.com/problems/meeting-rooms/description,1
253,Meeting Rooms II,https://leetcode.com/articles/meeting-rooms-ii,40.2%,Medium,https://leetcode.com/problems/meeting-rooms-ii/description,1
254,Factor Combinations,,43.7%,Medium,https://leetcode.com/problems/factor-combinations/description,1
255,Verify Preorder Sequence in Binary Search Tree,,41.8%,Medium,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/description,1
256,Paint House,,47.1%,Easy,https://leetcode.com/problems/paint-house/description,1
257,Binary Tree Paths,,43.2%,Easy,https://leetcode.com/problems/binary-tree-paths/description,0
258,Add Digits,,52.7%,Easy,https://leetcode.com/problems/add-digits/description,0
259,3Sum Smaller,https://leetcode.com/articles/3sum-smaller,43.2%,Medium,https://leetcode.com/problems/3sum-smaller/description,1
260,Single Number III,,54.7%,Medium,https://leetcode.com/problems/single-number-iii/description,0
261,Graph Valid Tree,,38.8%,Medium,https://leetcode.com/problems/graph-valid-tree/description,1
262,Trips and Users,,21.3%,Hard,https://leetcode.com/problems/trips-and-users/description,0
263,Ugly Number,,40.0%,Easy,https://leetcode.com/problems/ugly-number/description,0
264,Ugly Number II,,34.3%,Medium,https://leetcode.com/problems/ugly-number-ii/description,0
265,Paint House II,,39.5%,Hard,https://leetcode.com/problems/paint-house-ii/description,1
266,Palindrome Permutation,https://leetcode.com/articles/palindrome-permutation,58.7%,Easy,https://leetcode.com/problems/palindrome-permutation/description,1
267,Palindrome Permutation II,https://leetcode.com/articles/palindrome-permutation-ii,32.5%,Medium,https://leetcode.com/problems/palindrome-permutation-ii/description,1
268,Missing Number,https://leetcode.com/articles/missing-number,46.2%,Easy,https://leetcode.com/problems/missing-number/description,0
269,Alien Dictionary,,27.8%,Hard,https://leetcode.com/problems/alien-dictionary/description,1
270,Closest Binary Search Tree Value,,41.8%,Easy,https://leetcode.com/problems/closest-binary-search-tree-value/description,1
271,Encode and Decode Strings,,25.8%,Medium,https://leetcode.com/problems/encode-and-decode-strings/description,1
272,Closest Binary Search Tree Value II,,41.8%,Hard,https://leetcode.com/problems/closest-binary-search-tree-value-ii/description,1
273,Integer to English Words,,23.2%,Hard,https://leetcode.com/problems/integer-to-english-words/description,0
274,H-Index,https://leetcode.com/articles/h-index,34.2%,Medium,https://leetcode.com/problems/h-index/description,0
275,H-Index II,,35.0%,Medium,https://leetcode.com/problems/h-index-ii/description,0
276,Paint Fence,,35.5%,Easy,https://leetcode.com/problems/paint-fence/description,1
277,Find the Celebrity,,35.1%,Medium,https://leetcode.com/problems/find-the-celebrity/description,1
278,First Bad Version,https://leetcode.com/articles/first-bad-version,27.2%,Easy,https://leetcode.com/problems/first-bad-version/description,0
279,Perfect Squares,,38.9%,Medium,https://leetcode.com/problems/perfect-squares/description,0
280,Wiggle Sort,https://leetcode.com/articles/wiggle-sort,59.4%,Medium,https://leetcode.com/problems/wiggle-sort/description,1
281,Zigzag Iterator,,54.1%,Medium,https://leetcode.com/problems/zigzag-iterator/description,1
282,Expression Add Operators,https://leetcode.com/articles/expression-add-operators,31.2%,Hard,https://leetcode.com/problems/expression-add-operators/description,0
283,Move Zeroes,https://leetcode.com/articles/move-zeroes,52.4%,Easy,https://leetcode.com/problems/move-zeroes/description,0
284,Peeking Iterator,,37.1%,Medium,https://leetcode.com/problems/peeking-iterator/description,0
285,Inorder Successor in BST,,33.7%,Medium,https://leetcode.com/problems/inorder-successor-in-bst/description,1
286,Walls and Gates,https://leetcode.com/articles/walls-and-gates,46.7%,Medium,https://leetcode.com/problems/walls-and-gates/description,1
287,Find the Duplicate Number,https://leetcode.com/articles/find-the-duplicate-number,46.2%,Medium,https://leetcode.com/problems/find-the-duplicate-number/description,0
288,Unique Word Abbreviation,https://leetcode.com/articles/unique-word-abbreviation,18.8%,Medium,https://leetcode.com/problems/unique-word-abbreviation/description,1
289,Game of Life,,39.9%,Medium,https://leetcode.com/problems/game-of-life/description,0
290,Word Pattern,,34.0%,Easy,https://leetcode.com/problems/word-pattern/description,0
291,Word Pattern II,,39.1%,Hard,https://leetcode.com/problems/word-pattern-ii/description,1
292,Nim Game,https://leetcode.com/articles/nim-game,55.4%,Easy,https://leetcode.com/problems/nim-game/description,0
293,Flip Game,,57.8%,Easy,https://leetcode.com/problems/flip-game/description,1
294,Flip Game II,,47.3%,Medium,https://leetcode.com/problems/flip-game-ii/description,1
295,Find Median from Data Stream,https://leetcode.com/articles/find-median-from-data-stream,31.9%,Hard,https://leetcode.com/problems/find-median-from-data-stream/description,0
296,Best Meeting Point,https://leetcode.com/articles/best-meeting-point,52.9%,Hard,https://leetcode.com/problems/best-meeting-point/description,1
297,Serialize and Deserialize Binary Tree,https://leetcode.com/articles/serialize-and-deserialize-binary-tree,36.9%,Hard,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/description,0
298,Binary Tree Longest Consecutive Sequence,https://leetcode.com/articles/binary-tree-longest-consecutive-sequence,42.5%,Medium,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence/description,1
299,Bulls and Cows,,37.0%,Medium,https://leetcode.com/problems/bulls-and-cows/description,0
300,Longest Increasing Subsequence,https://leetcode.com/articles/longest-increasing-subsequence,39.3%,Medium,https://leetcode.com/problems/longest-increasing-subsequence/description,0
301,Remove Invalid Parentheses,https://leetcode.com/articles/remove-invalid-parentheses,36.7%,Hard,https://leetcode.com/problems/remove-invalid-parentheses/description,0
302,Smallest Rectangle Enclosing Black Pixels,https://leetcode.com/articles/smallest-rectangle-enclosing-black-pixels,47.5%,Hard,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels/description,1
303,Range Sum Query - Immutable,https://leetcode.com/articles/range-sum-query-immutable,34.3%,Easy,https://leetcode.com/problems/range-sum-query-immutable/description,0
304,Range Sum Query 2D - Immutable,https://leetcode.com/articles/range-sum-query-2d-immutable,29.0%,Medium,https://leetcode.com/problems/range-sum-query-2d-immutable/description,0
305,Number of Islands II,https://leetcode.com/articles/number-of-islands-ii,40.3%,Hard,https://leetcode.com/problems/number-of-islands-ii/description,1
306,Additive Number,,27.9%,Medium,https://leetcode.com/problems/additive-number/description,0
307,Range Sum Query - Mutable,https://leetcode.com/articles/range-sum-query-mutable,24.9%,Medium,https://leetcode.com/problems/range-sum-query-mutable/description,0
308,Range Sum Query 2D - Mutable,,28.5%,Hard,https://leetcode.com/problems/range-sum-query-2d-mutable/description,1
309,Best Time to Buy and Sell Stock with Cooldown,,42.7%,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/description,0
310,Minimum Height Trees,,29.1%,Medium,https://leetcode.com/problems/minimum-height-trees/description,0
311,Sparse Matrix Multiplication,,53.8%,Medium,https://leetcode.com/problems/sparse-matrix-multiplication/description,1
312,Burst Balloons,,44.6%,Hard,https://leetcode.com/problems/burst-balloons/description,0
313,Super Ugly Number,,39.5%,Medium,https://leetcode.com/problems/super-ugly-number/description,0
314,Binary Tree Vertical Order Traversal,,38.8%,Medium,https://leetcode.com/problems/binary-tree-vertical-order-traversal/description,1
315,Count of Smaller Numbers After Self,,35.7%,Hard,https://leetcode.com/problems/count-of-smaller-numbers-after-self/description,0
316,Remove Duplicate Letters,,31.0%,Hard,https://leetcode.com/problems/remove-duplicate-letters/description,0
317,Shortest Distance from All Buildings,,35.4%,Hard,https://leetcode.com/problems/shortest-distance-from-all-buildings/description,1
318,Maximum Product of Word Lengths,,46.7%,Medium,https://leetcode.com/problems/maximum-product-of-word-lengths/description,0
319,Bulb Switcher,,43.3%,Medium,https://leetcode.com/problems/bulb-switcher/description,0
320,Generalized Abbreviation,https://leetcode.com/articles/generalized-abbreviation,47.1%,Medium,https://leetcode.com/problems/generalized-abbreviation/description,1
321,Create Maximum Number,,24.9%,Hard,https://leetcode.com/problems/create-maximum-number/description,0
322,Coin Change,https://leetcode.com/articles/coin-change,27.4%,Medium,https://leetcode.com/problems/coin-change/description,0
323,Number of Connected Components in an Undirected Graph,,49.8%,Medium,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/description,1
324,Wiggle Sort II,,26.7%,Medium,https://leetcode.com/problems/wiggle-sort-ii/description,0
325,Maximum Size Subarray Sum Equals k,,43.5%,Medium,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k/description,1
326,Power of Three,https://leetcode.com/articles/power-of-three,41.0%,Easy,https://leetcode.com/problems/power-of-three/description,0
327,Count of Range Sum,,31.2%,Hard,https://leetcode.com/problems/count-of-range-sum/description,0
328,Odd Even Linked List,https://leetcode.com/articles/odd-even-linked-list,46.6%,Medium,https://leetcode.com/problems/odd-even-linked-list/description,0
329,Longest Increasing Path in a Matrix,https://leetcode.com/articles/longest-increasing-path-matrix,37.9%,Hard,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/description,0
330,Patching Array,https://leetcode.com/articles/patching-array,33.0%,Hard,https://leetcode.com/problems/patching-array/description,0
331,Verify Preorder Serialization of a Binary Tree,,37.6%,Medium,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/description,0
332,Reconstruct Itinerary,,30.0%,Medium,https://leetcode.com/problems/reconstruct-itinerary/description,0
333,Largest BST Subtree,,31.6%,Medium,https://leetcode.com/problems/largest-bst-subtree/description,1
334,Increasing Triplet Subsequence,,39.4%,Medium,https://leetcode.com/problems/increasing-triplet-subsequence/description,0
335,Self Crossing,,26.5%,Hard,https://leetcode.com/problems/self-crossing/description,0
336,Palindrome Pairs,,28.2%,Hard,https://leetcode.com/problems/palindrome-pairs/description,0
337,House Robber III,,45.9%,Medium,https://leetcode.com/problems/house-robber-iii/description,0
338,Counting Bits,https://leetcode.com/articles/counting-bits,62.9%,Medium,https://leetcode.com/problems/counting-bits/description,0
339,Nested List Weight Sum,https://leetcode.com/articles/nested-list-weight-sum,65.1%,Easy,https://leetcode.com/problems/nested-list-weight-sum/description,1
340,Longest Substring with At Most K Distinct Characters,,38.4%,Hard,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/description,1
341,Flatten Nested List Iterator,,44.6%,Medium,https://leetcode.com/problems/flatten-nested-list-iterator/description,0
342,Power of Four,,39.6%,Easy,https://leetcode.com/problems/power-of-four/description,0
343,Integer Break,,46.8%,Medium,https://leetcode.com/problems/integer-break/description,0
344,Reverse String,,61.5%,Easy,https://leetcode.com/problems/reverse-string/description,0
345,Reverse Vowels of a String,,39.9%,Easy,https://leetcode.com/problems/reverse-vowels-of-a-string/description,0
346,Moving Average from Data Stream,,62.3%,Easy,https://leetcode.com/problems/moving-average-from-data-stream/description,1
347,Top K Frequent Elements,,51.1%,Medium,https://leetcode.com/problems/top-k-frequent-elements/description,0
348,Design Tic-Tac-Toe,,47.0%,Medium,https://leetcode.com/problems/design-tic-tac-toe/description,1
349,Intersection of Two Arrays,,50.0%,Easy,https://leetcode.com/problems/intersection-of-two-arrays/description,0
350,Intersection of Two Arrays II,,45.0%,Easy,https://leetcode.com/problems/intersection-of-two-arrays-ii/description,0
351,Android Unlock Patterns,https://leetcode.com/articles/android-unlock-patterns,44.8%,Medium,https://leetcode.com/problems/android-unlock-patterns/description,1
352,Data Stream as Disjoint Intervals,,41.8%,Hard,https://leetcode.com/problems/data-stream-as-disjoint-intervals/description,0
353,Design Snake Game,,28.2%,Medium,https://leetcode.com/problems/design-snake-game/description,1
354,Russian Doll Envelopes,,32.8%,Hard,https://leetcode.com/problems/russian-doll-envelopes/description,0
355,Design Twitter,,26.2%,Medium,https://leetcode.com/problems/design-twitter/description,0
356,Line Reflection,,30.4%,Medium,https://leetcode.com/problems/line-reflection/description,1
357,Count Numbers with Unique Digits,,46.2%,Medium,https://leetcode.com/problems/count-numbers-with-unique-digits/description,0
358,Rearrange String k Distance Apart,,31.8%,Hard,https://leetcode.com/problems/rearrange-string-k-distance-apart/description,1
359,Logger Rate Limiter,,62.1%,Easy,https://leetcode.com/problems/logger-rate-limiter/description,1
360,Sort Transformed Array,,45.5%,Medium,https://leetcode.com/problems/sort-transformed-array/description,1
361,Bomb Enemy,,41.3%,Medium,https://leetcode.com/problems/bomb-enemy/description,1
362,Design Hit Counter,,56.3%,Medium,https://leetcode.com/problems/design-hit-counter/description,1
363,Max Sum of Rectangle No Larger Than K,,34.2%,Hard,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k/description,0
364,Nested List Weight Sum II,,54.8%,Medium,https://leetcode.com/problems/nested-list-weight-sum-ii/description,1
365,Water and Jug Problem,,28.4%,Medium,https://leetcode.com/problems/water-and-jug-problem/description,0
366,Find Leaves of Binary Tree,,62.3%,Medium,https://leetcode.com/problems/find-leaves-of-binary-tree/description,1
367,Valid Perfect Square,,38.9%,Easy,https://leetcode.com/problems/valid-perfect-square/description,0
368,Largest Divisible Subset,,34.1%,Medium,https://leetcode.com/problems/largest-divisible-subset/description,0
369,Plus One Linked List,,55.0%,Medium,https://leetcode.com/problems/plus-one-linked-list/description,1
370,Range Addition,https://leetcode.com/articles/range-addition,58.3%,Medium,https://leetcode.com/problems/range-addition/description,1
371,Sum of Two Integers,,50.9%,Easy,https://leetcode.com/problems/sum-of-two-integers/description,0
372,Super Pow,,34.9%,Medium,https://leetcode.com/problems/super-pow/description,0
373,Find K Pairs with Smallest Sums,,31.9%,Medium,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/description,0
374,Guess Number Higher or Lower,https://leetcode.com/articles/guess-number-higher-or-lower,37.7%,Easy,https://leetcode.com/problems/guess-number-higher-or-lower/description,0
375,Guess Number Higher or Lower II,https://leetcode.com/articles/guess-number-higher-or-lower-ii,36.4%,Medium,https://leetcode.com/problems/guess-number-higher-or-lower-ii/description,0
376,Wiggle Subsequence,https://leetcode.com/articles/wiggle-subsequence,36.3%,Medium,https://leetcode.com/problems/wiggle-subsequence/description,0
377,Combination Sum IV,,43.3%,Medium,https://leetcode.com/problems/combination-sum-iv/description,0
378,Kth Smallest Element in a Sorted Matrix,,46.5%,Medium,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/description,0
379,Design Phone Directory,,38.1%,Medium,https://leetcode.com/problems/design-phone-directory/description,1
380,Insert Delete GetRandom O(1),,40.6%,Medium,https://leetcode.com/problems/insert-delete-getrandom-o1/description,0
381,Insert Delete GetRandom O(1) - Duplicates allowed,,30.2%,Hard,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/description,0
382,Linked List Random Node,,48.0%,Medium,https://leetcode.com/problems/linked-list-random-node/description,0
383,Ransom Note,,48.4%,Easy,https://leetcode.com/problems/ransom-note/description,0
384,Shuffle an Array,https://leetcode.com/articles/shuffle-an-array,48.2%,Medium,https://leetcode.com/problems/shuffle-an-array/description,0
385,Mini Parser,,31.0%,Medium,https://leetcode.com/problems/mini-parser/description,0
386,Lexicographical Numbers,,43.4%,Medium,https://leetcode.com/problems/lexicographical-numbers/description,0
387,First Unique Character in a String,,47.6%,Easy,https://leetcode.com/problems/first-unique-character-in-a-string/description,0
388,Longest Absolute File Path,,38.0%,Medium,https://leetcode.com/problems/longest-absolute-file-path/description,0
389,Find the Difference,,51.9%,Easy,https://leetcode.com/problems/find-the-difference/description,0
390,Elimination Game,,42.9%,Medium,https://leetcode.com/problems/elimination-game/description,0
391,Perfect Rectangle,,27.6%,Hard,https://leetcode.com/problems/perfect-rectangle/description,0
392,Is Subsequence,,45.1%,Medium,https://leetcode.com/problems/is-subsequence/description,0
393,UTF-8 Validation,,34.9%,Medium,https://leetcode.com/problems/utf-8-validation/description,0
394,Decode String,,42.3%,Medium,https://leetcode.com/problems/decode-string/description,0
395,Longest Substring with At Least K Repeating Characters,,36.4%,Medium,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/description,0
396,Rotate Function,,34.3%,Medium,https://leetcode.com/problems/rotate-function/description,0
397,Integer Replacement,,30.6%,Medium,https://leetcode.com/problems/integer-replacement/description,0
398,Random Pick Index,,46.5%,Medium,https://leetcode.com/problems/random-pick-index/description,0
399,Evaluate Division,,43.6%,Medium,https://leetcode.com/problems/evaluate-division/description,0
400,Nth Digit,,29.9%,Easy,https://leetcode.com/problems/nth-digit/description,0
401,Binary Watch,,44.7%,Easy,https://leetcode.com/problems/binary-watch/description,0
402,Remove K Digits,,25.6%,Medium,https://leetcode.com/problems/remove-k-digits/description,0
403,Frog Jump,https://leetcode.com/articles/frog-jump,33.7%,Hard,https://leetcode.com/problems/frog-jump/description,0
404,Sum of Left Leaves,,48.0%,Easy,https://leetcode.com/problems/sum-of-left-leaves/description,0
405,Convert a Number to Hexadecimal,,41.2%,Easy,https://leetcode.com/problems/convert-a-number-to-hexadecimal/description,0
406,Queue Reconstruction by Height,,57.1%,Medium,https://leetcode.com/problems/queue-reconstruction-by-height/description,0
407,Trapping Rain Water II,,38.0%,Hard,https://leetcode.com/problems/trapping-rain-water-ii/description,0
408,Valid Word Abbreviation,,28.5%,Easy,https://leetcode.com/problems/valid-word-abbreviation/description,1
409,Longest Palindrome,https://leetcode.com/articles/longest-palindrome,46.5%,Easy,https://leetcode.com/problems/longest-palindrome/description,0
410,Split Array Largest Sum,https://leetcode.com/articles/split-array-largest-sum,40.2%,Hard,https://leetcode.com/problems/split-array-largest-sum/description,0
411,Minimum Unique Word Abbreviation,,33.9%,Hard,https://leetcode.com/problems/minimum-unique-word-abbreviation/description,1
412,Fizz Buzz,https://leetcode.com/articles/fizz-buzz,58.0%,Easy,https://leetcode.com/problems/fizz-buzz/description,0
413,Arithmetic Slices,https://leetcode.com/articles/arithmetic-slices,54.4%,Medium,https://leetcode.com/problems/arithmetic-slices/description,0
414,Third Maximum Number,,28.1%,Easy,https://leetcode.com/problems/third-maximum-number/description,0
415,Add Strings,,42.2%,Easy,https://leetcode.com/problems/add-strings/description,0
416,Partition Equal Subset Sum,,38.8%,Medium,https://leetcode.com/problems/partition-equal-subset-sum/description,0
417,Pacific Atlantic Water Flow,,35.4%,Medium,https://leetcode.com/problems/pacific-atlantic-water-flow/description,0
418,Sentence Screen Fitting,,28.9%,Medium,https://leetcode.com/problems/sentence-screen-fitting/description,1
419,Battleships in a Board,,64.1%,Medium,https://leetcode.com/problems/battleships-in-a-board/description,0
420,Strong Password Checker,,18.7%,Hard,https://leetcode.com/problems/strong-password-checker/description,0
421,Maximum XOR of Two Numbers in an Array,,49.3%,Medium,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/description,0
422,Valid Word Square,,36.4%,Easy,https://leetcode.com/problems/valid-word-square/description,1
423,Reconstruct Original Digits from English,,44.9%,Medium,https://leetcode.com/problems/reconstruct-original-digits-from-english/description,0
424,Longest Repeating Character Replacement,,42.6%,Medium,https://leetcode.com/problems/longest-repeating-character-replacement/description,0
425,Word Squares,,43.1%,Hard,https://leetcode.com/problems/word-squares/description,1
426,Convert Binary Search Tree to Sorted Doubly Linked List,,39.1%,Medium,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list/description,1
427,Construct Quad Tree,,48.9%,Easy,https://leetcode.com/problems/construct-quad-tree/description,0
428,Serialize and Deserialize N-ary Tree,,44.9%,Hard,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree/description,1
429,N-ary Tree Level Order Traversal,,54.9%,Easy,https://leetcode.com/problems/n-ary-tree-level-order-traversal/description,0
430,Flatten a Multilevel Doubly Linked List,,34.4%,Medium,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/description,0
431,Encode N-ary Tree to Binary Tree,,51.2%,Hard,https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree/description,1
432,All O`one Data Structure,,28.2%,Hard,https://leetcode.com/problems/all-oone-data-structure/description,0
433,Minimum Genetic Mutation,,36.0%,Medium,https://leetcode.com/problems/minimum-genetic-mutation/description,0
434,Number of Segments in a String,https://leetcode.com/articles/number-of-segments-in-a-string,36.5%,Easy,https://leetcode.com/problems/number-of-segments-in-a-string/description,0
435,Non-overlapping Intervals,https://leetcode.com/articles/non-overlapping-intervals,40.9%,Medium,https://leetcode.com/problems/non-overlapping-intervals/description,0
436,Find Right Interval,https://leetcode.com/articles/find-right-interval,41.8%,Medium,https://leetcode.com/problems/find-right-interval/description,0
437,Path Sum III,,40.6%,Easy,https://leetcode.com/problems/path-sum-iii/description,0
438,Find All Anagrams in a String,,34.5%,Easy,https://leetcode.com/problems/find-all-anagrams-in-a-string/description,0
439,Ternary Expression Parser,,52.0%,Medium,https://leetcode.com/problems/ternary-expression-parser/description,1
440,K-th Smallest in Lexicographical Order,,25.7%,Hard,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order/description,0
441,Arranging Coins,,36.7%,Easy,https://leetcode.com/problems/arranging-coins/description,0
442,Find All Duplicates in an Array,,58.2%,Medium,https://leetcode.com/problems/find-all-duplicates-in-an-array/description,0
443,String Compression,https://leetcode.com/articles/string-compression,35.8%,Easy,https://leetcode.com/problems/string-compression/description,0
444,Sequence Reconstruction,,19.6%,Medium,https://leetcode.com/problems/sequence-reconstruction/description,1
445,Add Two Numbers II,,47.5%,Medium,https://leetcode.com/problems/add-two-numbers-ii/description,0
446,Arithmetic Slices II - Subsequence,https://leetcode.com/articles/arithmetic-slices-ii-subsequence,28.3%,Hard,https://leetcode.com/problems/arithmetic-slices-ii-subsequence/description,0
447,Number of Boomerangs,,47.9%,Easy,https://leetcode.com/problems/number-of-boomerangs/description,0
448,Find All Numbers Disappeared in an Array,,51.5%,Easy,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array/description,0
449,Serialize and Deserialize BST,,43.5%,Medium,https://leetcode.com/problems/serialize-and-deserialize-bst/description,0
450,Delete Node in a BST,,37.9%,Medium,https://leetcode.com/problems/delete-node-in-a-bst/description,0
451,Sort Characters By Frequency,,53.0%,Medium,https://leetcode.com/problems/sort-characters-by-frequency/description,0
452,Minimum Number of Arrows to Burst Balloons,,44.7%,Medium,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/description,0
453,Minimum Moves to Equal Array Elements,https://leetcode.com/articles/minimum-moves-to-equal-array-elements,48.5%,Easy,https://leetcode.com/problems/minimum-moves-to-equal-array-elements/description,0
454,4Sum II,,48.4%,Medium,https://leetcode.com/problems/4sum-ii/description,0
455,Assign Cookies,,47.5%,Easy,https://leetcode.com/problems/assign-cookies/description,0
456,132 Pattern,https://leetcode.com/articles/132-pattern,27.4%,Medium,https://leetcode.com/problems/132-pattern/description,0
457,Circular Array Loop,,24.5%,Medium,https://leetcode.com/problems/circular-array-loop/description,0
458,Poor Pigs,,43.7%,Easy,https://leetcode.com/problems/poor-pigs/description,0
459,Repeated Substring Pattern,,38.6%,Easy,https://leetcode.com/problems/repeated-substring-pattern/description,0
460,LFU Cache,,26.3%,Hard,https://leetcode.com/problems/lfu-cache/description,0
461,Hamming Distance,,69.4%,Easy,https://leetcode.com/problems/hamming-distance/description,0
462,Minimum Moves to Equal Array Elements II,https://leetcode.com/articles/minimum-moves-to-equal-array-elements-ii,51.9%,Medium,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/description,0
463,Island Perimeter,,58.7%,Easy,https://leetcode.com/problems/island-perimeter/description,0
464,Can I Win,,26.1%,Medium,https://leetcode.com/problems/can-i-win/description,0
465,Optimal Account Balancing,,40.4%,Hard,https://leetcode.com/problems/optimal-account-balancing/description,1
466,Count The Repetitions,https://leetcode.com/articles/count-the-repetitions,27.3%,Hard,https://leetcode.com/problems/count-the-repetitions/description,0
467,Unique Substrings in Wraparound String,,33.2%,Medium,https://leetcode.com/problems/unique-substrings-in-wraparound-string/description,0
468,Validate IP Address,,20.4%,Medium,https://leetcode.com/problems/validate-ip-address/description,0
469,Convex Polygon,,34.8%,Medium,https://leetcode.com/problems/convex-polygon/description,1
470,Implement Rand10() Using Rand7(),https://leetcode.com/articles/implement-rand10-using-rand7,43.1%,Medium,https://leetcode.com/problems/implement-rand10-using-rand7/description,0
471,Encode String with Shortest Length,,43.7%,Hard,https://leetcode.com/problems/encode-string-with-shortest-length/description,1
472,Concatenated Words,,32.1%,Hard,https://leetcode.com/problems/concatenated-words/description,0
473,Matchsticks to Square,https://leetcode.com/articles/matchsticks-to-square,35.2%,Medium,https://leetcode.com/problems/matchsticks-to-square/description,0
474,Ones and Zeroes,https://leetcode.com/articles/ones-and-zeroes,38.8%,Medium,https://leetcode.com/problems/ones-and-zeroes/description,0
475,Heaters,,29.9%,Easy,https://leetcode.com/problems/heaters/description,0
476,Number Complement,,61.4%,Easy,https://leetcode.com/problems/number-complement/description,0
477,Total Hamming Distance,https://leetcode.com/articles/total-hamming-distance,47.9%,Medium,https://leetcode.com/problems/total-hamming-distance/description,0
478,Generate Random Point in a Circle,https://leetcode.com/articles/generate-random-point-in-a-circle,33.2%,Medium,https://leetcode.com/problems/generate-random-point-in-a-circle/description,0
479,Largest Palindrome Product,,26.2%,Easy,https://leetcode.com/problems/largest-palindrome-product/description,0
480,Sliding Window Median,https://leetcode.com/articles/sliding-window-median,30.7%,Hard,https://leetcode.com/problems/sliding-window-median/description,0
481,Magical String,,45.4%,Medium,https://leetcode.com/problems/magical-string/description,0
482,License Key Formatting,,38.9%,Easy,https://leetcode.com/problems/license-key-formatting/description,0
483,Smallest Good Base,,33.7%,Hard,https://leetcode.com/problems/smallest-good-base/description,0
484,Find Permutation,https://leetcode.com/articles/find-permutation,56.1%,Medium,https://leetcode.com/problems/find-permutation/description,1
485,Max Consecutive Ones,,53.8%,Easy,https://leetcode.com/problems/max-consecutive-ones/description,0
486,Predict the Winner,https://leetcode.com/articles/predict-the-winner,45.7%,Medium,https://leetcode.com/problems/predict-the-winner/description,0
487,Max Consecutive Ones II,,45.5%,Medium,https://leetcode.com/problems/max-consecutive-ones-ii/description,1
488,Zuma Game,,36.6%,Hard,https://leetcode.com/problems/zuma-game/description,0
489,Robot Room Cleaner,,52.9%,Hard,https://leetcode.com/problems/robot-room-cleaner/description,1
490,The Maze,https://leetcode.com/articles/the-maze,44.4%,Medium,https://leetcode.com/problems/the-maze/description,1
491,Increasing Subsequences,,39.9%,Medium,https://leetcode.com/problems/increasing-subsequences/description,0
492,Construct the Rectangle,,47.9%,Easy,https://leetcode.com/problems/construct-the-rectangle/description,0
493,Reverse Pairs,https://leetcode.com/articles/reverse-pairs,21.2%,Hard,https://leetcode.com/problems/reverse-pairs/description,0
494,Target Sum,https://leetcode.com/articles/target-sum,44.1%,Medium,https://leetcode.com/problems/target-sum/description,0
495,Teemo Attacking,,51.3%,Medium,https://leetcode.com/problems/teemo-attacking/description,0
496,Next Greater Element I,https://leetcode.com/articles/greater-element-i,57.1%,Easy,https://leetcode.com/problems/next-greater-element-i/description,0
497,Random Point in Non-overlapping Rectangles,https://leetcode.com/articles/random-point-in-non-overlapping-rectangles,33.4%,Medium,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles/description,0
498,Diagonal Traverse,,44.3%,Medium,https://leetcode.com/problems/diagonal-traverse/description,0
499,The Maze III,,35.0%,Hard,https://leetcode.com/problems/the-maze-iii/description,1
500,Keyboard Row,,60.7%,Easy,https://leetcode.com/problems/keyboard-row/description,0
501,Find Mode in Binary Search Tree,,38.0%,Easy,https://leetcode.com/problems/find-mode-in-binary-search-tree/description,0
502,IPO,,36.8%,Hard,https://leetcode.com/problems/ipo/description,0
503,Next Greater Element II,https://leetcode.com/articles/next-greater-element-ii,48.6%,Medium,https://leetcode.com/problems/next-greater-element-ii/description,0
504,Base 7,,43.9%,Easy,https://leetcode.com/problems/base-7/description,0
